0,1
Starbucks,Add a bathroom mabye.
Starbucks,Was good
Starbucks,Mmmm'm mm coffee 😁 …
Starbucks,Cozy and free sampling
Starbucks,Good coffee as always
Starbucks,One really lousy Starbucks
Starbucks,Friendly staff.
Starbucks,Restrooms in the Levi building
Starbucks,Excellent location
Starbucks,Same as everywhere else.
Starbucks,No bathroom .
Starbucks,No restrooms
Starbucks,Convenient to work
Starbucks,Just another starbucks
Starbucks,Lovely place
Starbucks,It's a starbucks.
Starbucks,Racism
Starbucks,😎😎😎 …
Starbucks,Nice Place
Starbucks,nice coffee and latte
Starbucks,Convenient
Starbucks,Good coffee
Starbucks,Starbucks is... Starbucks
Starbucks,Friendly staff
Starbucks,Good
Starbucks,No Restrooms
Starbucks,Good
Starbucks,Good
Starbucks,"Wrong order twice in a row. I didn't get what I asked for! Finally, I ended up picking ice cubes from the drink, which was not only ordered without ice, but also in a different flavor. I did not want to return the order a second time for improvement."
Starbucks,Good location with the unprecedented quality of Starbucks! It is a bit busier with employees from the Levi's office behind the building.
Starbucks,It does not have bathrooms for customers and both the cappuccino and the hot chocolate were given to us lukewarm.
Starbucks,It is a store of this large chain where the attention is very good and there are not many people at peak hours so finding an available table is easy. I recommend the hot green tea latte and the brownies or cakes are also very tasty. There is wifi available for one to connect and work on the computer
Starbucks,"I liked it a lot as very quiet (Saturday) and in a good location (at the end of the ""steps"" between the pier and Coit Tower). Good coffee and regular prices"
Starbucks,"Starbucks that I use in the morning on my way to work. The taste is passable, but the clerk is kind. The location is great with a park nearby."
Starbucks,"I'm a foreigner so I couldn't speak English well. By the way, the clerk was very kind."
Starbucks,Very spacious recommended to eat inside
Starbucks,Excellent service and very good treatment
Starbucks,Very very dirty. Tables were never cleaned.
Starbucks,"Very tasty coffees, teas and small snacks 👍. great"
Starbucks,Pitiful service. Mocking employees! Error in the command.
Starbucks,1 star deduction because there is no toilet.
Starbucks,It doesn't have a bathroom.
Starbucks,Very crowded but central
Starbucks,Pleasant atmosphere
Starbucks,Approx
Starbucks,Café. Starbucks. As all.
