0,1
Starbucks,It's a Starbucks.  Not the nicest area to get coffee so set expectations of cleanliness
Starbucks,"Good service, was clean.  Had to laugh because another Starbucks is across the street."
Starbucks,Coffee was served at the correct temperature.  Employees were courteous.
Starbucks,MY favourite  is the peanutbutter jelly lunch  pack chocolate rasin Im a kid on the play ground now back 2 work
Starbucks,I ordered 4000 lattes to go and they made them in twenty minutes! Very impressed
Starbucks,"Lack of seating makes this location mainly good for takeout, which sort of is not the experience you are paying the premium for."
Starbucks,"No, your Starbucks coupons and promotions won't work here. Don't bother. Go across the street."
Starbucks,Americano was very weak. Tasted like hotwater. Seating was very dirty.
Starbucks,Tea chai late is really very nice here Service is very quick
Starbucks,Slowest starbucks ever - staff just doesn't seem to care about customers
Starbucks,Accommodating to every Walk of Life.... Excellent staff friendly...fair to All
Starbucks,Slowest Starbucks of all time. 30 minutes in and the staff doesn’t care.
Starbucks,Got the orders of the two customers in front of me wrong and service was very slow.
Starbucks,Worst Starbuck service I had for a late long time.
Starbucks,I got my drink but had to wait 10 minutes 🤭 …
Starbucks,Good Starbucks! Nice staff too
Starbucks,3-Goons came in and harassed me. Didn't return.
Starbucks,Consistent with their good coffee and service
Starbucks,Why is the matcha pre sweetened here?!
Starbucks,What can I say as a black man I'm off Starbucks for quite some time
Starbucks,They're always busy. Their service isn't so good.
Starbucks,"Fast, efficient staff good service"
Starbucks,Go across street. This is a Target Starbucks not a real Starbucks. SLOW!!
Starbucks,Nice service nice people good coffe
Starbucks,Too small a store and too few employees for this nusy location
Starbucks,Service was very slow and it looked very dirty.
Starbucks,Ridiculously SLOW! 22 minutes for a hot coffee
Starbucks,worst Starbucks ever almost no choices
Starbucks,Love the coffees detest the prices.
Starbucks,Terribly slow service. Unsavory panini.
Starbucks,It is good only problem is too crowded
Starbucks,It's ok to have coffee
Starbucks,Nice Employees Very Clean
Starbucks,Very good hot chocolate
Starbucks,"Cool vibes,,even on a bad day"
Starbucks,Not very good service here. :(
Starbucks,Very poorly blended frapps
Starbucks,So nice!
Starbucks,Dirty. Customer service sucks
Starbucks,Coffee is not tasty :(
Starbucks,Quick service for xmas
Starbucks,Cafe mocha is siperb!
Starbucks,Very slow
Starbucks,No restroom for customer
Starbucks,Too lazy
Starbucks,Insanely understaffed in the mornings.
Starbucks,Very slow service.
Starbucks,Best coffee ever
Starbucks,No plugs!
Starbucks,Hella  slowww
Starbucks,It's a Starbucks
Starbucks,It was ok
Starbucks,Great Atmosphere!🌟🌟🌟🌟🌟 …
Starbucks,Nice jam on Mission Street.
Starbucks,Ummmmy
Starbucks,Super slow!
Starbucks,Great as always
Starbucks,Nice employees
Starbucks,Convenient and consistent
Starbucks,Good
Starbucks,nice
Starbucks,Basic
Starbucks,Great
Starbucks,Messy
Starbucks,Busy location.
Starbucks,Good Starbucks.
Starbucks,Open late
Starbucks,Lovable staff
Starbucks,Rude service
Starbucks,Cool place
Starbucks,No plugs
Starbucks,Great
Starbucks,Good Starbucks
Starbucks,"Bad experience in this Starbuck: a quarter of an hour wait for a latte, while there are few customers. They are four behind the counter but totally disorganized. There are two chatting while customers wait, and the other two start a task but don't finish it and attack another. The preparer spends more time cleaning up spills than making the coffees. Starbuck should come and explain to its staff how to allocate roles and organize tasks to save time."
Starbucks,"The place is very accessible, windy with food half empty, we waited a long time for the preparation of a drink."
Starbucks,It's good food but they need more customer service
Starbucks,Attentive staff and delicious coffee
Starbucks,Delicious coffee and free wifi
Starbucks,"OK, delicious"
Starbucks,All very well
Starbucks,Because they didn't take long.
Starbucks,Good beat.
Starbucks,coffee always
Starbucks,👍 …
